id,Frase,coref id,
5190,surplus\NN,,
,pada\IN neraca\NN transaksi\NN berjalan\VB,,
5191,"sebesar\JJ 8,9\CD miliar\CD dolar\NN AS\NNP",,
,dan\CC surplus\NN,,
5192,neraca\NN modal\NN dan\CC finansial\JJ,,
5193,"sebesar\JJ 4,9\CD miliar\CD dolar\NN AS\NNP",,
5194,Gubernur\NNP Bank\NNP Indonesia\NNP Burhanudin\NNP Abdullah\NNP,,
,pada\IN,,
5195,rapat_kerja\NN,,
,dengan\IN,,
5196,DPR\NNP RI\NNP Komisi\NNP XI\NNP,,
,di\IN,,
5197,Jakarta\NNP,,
,",\Z",,
5198,Jumat\NNP dini_hari\JJ,,
,.\Z,,
,Dengan\IN,,
5199,demikian\PR,,
,",\Z pada\IN",,
5200,akhir\NN tahun\NN,,
5201,cadangan\NN devisa\NN,,
5202,"56,2\CD miliar\CD dolar\NN AS\NNP",,
,atau\CC,,
5203,setara\NN,,
,dengan\IN dengan\X,,
5204,"5,6\CD bulan\NN",,
5205,impor\NN,,
5206,pembayaran\NN utang\NN luar_negeri\NN,,
5207,Pemerintah\NN,,
,Sementara\SC,,
5208,itu\PR,,
,",\Z untuk\IN",,
5209,paruh\CD pertama\OD 2007\CD,,
,"ini\PR ,\Z",,
5210,ia\PRP,,
,mengatakan\VB NPI\NN surplus\NN,,
5211,"sebesar\JJ 3,7\CD miliar\CD dolar\NN AS\NNP",,
,yang\SC didorong\VB oleh\IN,,
5212,perbaikan\NN kinerja\NN,,
5213,neraca\NN modal\NN finansial\JJ,,
,Meski\SC pada\IN,,
5214,kuartal\NN II\OD 2007\CD,,
,ini\PR turun\VB,,
5215,26\CD persen\CD,,
,dibandingkan\VB,,
5216,kuartal\NN I\OD 2007\CD,,
,",\Z namun\CC",,
5217,neraca\NN modal\NN finansial\JJ,,
5218,tetap\RB surplus\NN,,
5219,"sebesar\JJ 1,7\CD miliar\CD dolar\NN AS\NNP",,
,.\Z,,
,Perbaikan\NN,,
5220,neraca\NN modal\NN finansial\JJ,,
,didorong\VB oleh\IN,,
5221,aliran\NN modal_asing\NN,,
,dalam\IN,,
5222,bentuk\NN investasi\NN portofolio\NN,,
,",\Z kata\VB",,
5223,nya\PRP,,
,.\Z,,
,Gubernur\NNP,,
5224,Bank\NNP Indonesia\NNP,,
5225,BI\NNP,,
5226,Burhanudin\NNP Abdullah\NNP,,
,",\Z mengatakan\VB",,
5227,saat\NN ini\PR,,
5228,Indonesia\NNP,,
5229,sepuluh\CD tahun\NN,,
,lalu\VB .\Z,,
5230,Hal\NN ini\PR,,
,tercermin\VB dari\IN adanya\NN,,
5231,anomali\NN,,
,antara\IN BI\NNP,,
5232,rate\FW,,
,dengan\IN,,
5233,suku\NN bunga\NN deposito\NN,,
,yang\SC terjadi\VB,,
5234,saat\NN ini\PR,,
,di\IN,,
5235,Indonesia\NNP,,
,",\Z",,
5236,demikian\PR,,
,kata\VB,,
5237,Gubernur\NN BI\NNP,,
,dalam\IN,,
5238,Rapat_Kerja\NN,,
,dengan\IN,,
5239,Komisi\NNP XI\NNP DPR\NNP,,
,di\IN,,
5240,Jakarta\NNP,,
,",\Z",,
5241,Kamis\NNP malam\NN,,
,hingga\IN,,
5242,Jumat\NNP dini_hari\JJ,,
,.\Z,,
5243,Ia\PRP,,
,mengatakan\VB,,
5244,anomali\JJ tersebut\PR,,
,terjadi\VB di_mana\SC BI\NNP,,
5245,rate\FW,,
5246,"sebesar\JJ 8,25\CD persen\CD",,
5247,suku\NN bunga\NN deposito\NN,,
5248,sebesar\JJ lima\CD persen\CD,,
,Mestinya\RB BI\NNP,,
5249,rate\FW,,
,lebih\RB rendah\JJ dibandingkan\VB,,
5250,suku\NN bunga\NN deposito\NN,,
,",\Z kata\VB",,
5251,nya\PRP,,
,.\Z,,
5252,Ia\PRP,,
,"mengatakan\VB ,\Z untuk\SC mengatasi\VB",,
5253,masalah\NN tersebut\PR,,
,",\Z",,
5254,BI\NNP,,
,tidak\NEG bisa\MD serta-merta\RB menurunkan\VB tingkat\NN bunga\NN,,
5255,nya\PRP,,
,secara\IN drastis\JJ .\Z,,
,Secara\IN bertahap\VB,,
5256,kita\PRP,,
,coba\VB turunkan\VB dengan\SC tetap\RB menjaga\VB,,
5257,stabilitas\NN,,
,",\Z dan\CC",,
5258,itu\PR,,
,level\NN BI\NNP,,
5259,rate\FW,,
,yang\SC lebih\RB rendah\JJ dibandingkan\VB,,
5260,suku\NN bunga\NN deposito\NN,,
,bakal\MD tercapai\VB di\IN masa\NN yang\SC akan\MD datang\VB secara\IN bertahap\VB kata\VB,,
5261,nya\PRP,,
,.\Z,,
,"Sebab\SC ,\Z menurut\IN",,
5262,nya\PRP,,
,",\Z",,
5263,penurunan\NN,,
,secara\IN drastis\JJ BI\NNP,,
5264,rate\FW,,
,pada\IN level\NN yang\SC lebih\RB rendah\JJ dibandingkan\VB,,
5265,suku\NN bunga\NN deposito\NN,,
,justru\RB akan\MD mengganggu\VB,,
5266,kinerja\NN ekonomi\NN,,
,akibat\IN,,
5267,fluktuasi\NN yang\SC terlalu\RB besar\JJ,,
,.\Z,,
,Untuk\IN,,
5268,itu\PR,,
,",\Z",,
5269,ia\PRP,,
,"mengatakan\VB ,\Z",,
5270,saat\NN ini\PR,,
,pihak\NN,,
5271,nya\PRP,,
,menurunkan\VB tingkat\NN BI\NNP,,
5272,rate\FW,,
,secara\IN bertahap\VB,,
5273,"sebesar\JJ 0,25\CD persen\CD",,
,.\Z,,
,Mengapa\WH diturunkan\VB,,
5274,"0,25\CD persen\CD",,
5275,setiap\CD kali\NND,,
5276,penurunan\NN,,
,karena\IN,,
5277,adanya\NN unsur\NN kehati-hatian\NN,,
,",\Z kata\VB",,
5278,nya\PRP,,
,.\Z,,
5279,PT\NNP Pemeringkat\NNP Efek\NNP Indonesia\NNP,,
5280,Pefindo\NNP,,
5281,rating\FW,,
,A-\SYM kepada\IN,,
5282,PT\NNP Bakrie\NNP Telecom\NNP,,
,dan\CC,,
5283,obligasi\NNP I\NNP,,
5284,tahun\NN 2007\CD,,
5285,senilai\NN Rp\SYM 750\CD miliar\CD,,
,yang\SC digunakan\VB untuk\IN,,
5286,sebagian\CD,,
5287,belanja\NN modal\NN perseroan\NN,,
5288,Peringkat\NN tersebut\PR,,
,mencerminkan\VB,,
5289,industri\NN telekomunikasi\NN,,
,"yang\SC menguntungkan\VB ,\Z",,
5290,model\NN bisnis\NN,,
,"yang\SC potensial\JJ ,\Z kata\VB",,
5291,analis\NN,,
,dari\IN,,
5292,Pefindo\NNP,,
5293,Niken\NNP Indriarsih\NNP,,
5294,Salyadi\NNP Saputra\NNP,,
,kepada\IN,,
5295,BEJ\NNP,,
,",\Z",,
5296,Jumat\NNP,,
,.\Z,,
,Namun\CC,,
5297,peringkat\NN tersebut\PR,,
,diperlemah\VB oleh\IN agresif\JJ,,
5298,nya\PRP,,
5299,ekspansi\NN perusahaan\NN,,
5300,nya\PRP,,
5301,leverage\FW,,
5302,nya\PRP,,
5303,risiko\NN perusahaan\NN,,
5304,fluktuasi\NN mata_uang\NN asing\JJ,,
,maupun\CC,,
5305,persaingan\NN,,
,di\IN,,
5306,industri\NN,,
,yang\SC makin\RB ketat\JJ .\Z,,
,Per\IN,,
5307,31\CD Maret\NNP 2007\CD,,
5308,Bakrie\NNP Telecom\NNP,,
5309,nya\PRP,,
,dimiliki\VB oleh\IN,,
5310,Bakrie\NNP Brothers\NNP,,
5311,"50,25\CD %\SYM",,
5312,CMA\NNP Fund\NNP Management\NNP,,
5313,"15,08\CD %\SYM",,
5314,PT\NNP Bakrie\NNP Communications\NNP,,
5315,"3,17\CD %\SYM",,
5316,Richweb\NNP Investment\NNP Ltd\NNP,,
5317,"2,08\CD %\SYM",,
5318,publik\NN,,
5319,"29,43\CD %\SYM",,
5320,Tim\NN Ekonomi\NN,,
,menyatakan\VB,,
5321,sektor\NN riil\JJ,,
,hingga\IN,,
5322,akhir\NN tahun\NN 2007\CD,,
,diperkirakan\VB menunjukkan\VB,,
5323,pertumbuhan\NN positif\JJ,,
,",\Z menyusul\VB membaiknya\NN",,
5324,gambaran\NN sektor\NN ini\PR,,
,hingga\IN,,
5325,semester\NN I\OD,,
5326,tahun\NN ini\PR,,
5327,Sektor\NN riil\JJ,,
,sudah\MD mulai\MD bangkit\VB yang\SC tercermin\VB dari\IN,,
5328,berbagai\CD indikator\NN,,
,baik\CC makro\JJ maupun\CC per\IN,,
5329,sektor\NN,,
,",\Z kata\VB",,
5330,Menko\NNP Perekonomian\NNP Boediono\NNP,,
,",\Z kepada\IN",,
5331,pers\NN,,
,usai\IN,,
5332,Rapat\NN Terbatas\JJ,,
,dengan\IN,,
5333,Presiden\NNP Susilo\NNP Bambang\NNP Yudhoyono\NNP,,
,",\Z di\IN",,
5334,Kantor\NNP Presiden\NNP,,
,",\Z",,
5335,Jumat\NNP sore\NN,,
,.\Z,,
,Menurut\IN,,
5336,dia\PRP,,
,",\Z dengan\IN pertumbuhan\NN",,
5337,sektor\NN riil\JJ,,
,tersebut\PR diprediksi\VB dapat\MD mendorong\VB pertumbuhan\NN,,
5338,Pendapatan\NN Domestik\JJ Bruto\NN,,
5339,PDB\NN,,
5340,kuartal\NN II\OD,,
,",\Z naik\VB dibanding\VB",,
5341,kuartal\NN I\OD,,
,.\Z,,
,Sementara\SC,,
5342,itu\PR,,
,",\Z",,
5343,Menteri\NNP Keuangan\NNP Sri\NNP Mulyani\NNP,,
,"menjelaskan\VB ,\Z indikasi\NN",,
5344,membaiknya\NN sektor\NN riil\JJ,,
,juga\RB terlihat\VB dari\IN peningkatan\NN penerimaan\NN,,
5345,Pajak\NN Penghasilan\NN,,
5346,PPh\NN,,
5347,Pajak\NN Pertambahan\NN Nilai\NN,,
5348,PPN\NN,,
5349,akhir\NN tahun\NN,,
,bisa\MD diperkirakan\VB lebih\RB tinggi\JJ dari\IN,,
5350,rata-rata\NN tingkat\NN inflasi\NN,,
5351,6\CD persen\CD,,
,Kalau\SC didasarkan\VB,,
5352,sektor\NN,,
,",\Z maka\SC",,
5353,hampir\RB semua\CD sektor\NN,,
,memiliki\VB pertumbuhan\NN,,
5354,PPh\NN dan\CC PPN\NN,,
,"yang\SC kuat\JJ ,\Z paling\RB tidak\NEG menunjukkan\VB kenaikan\NN",,
5355,double\FW,,
,digit\NN pada\IN,,
5356,2007\CD,,
,",\Z ujar\VB",,
5357,Sri\NNP Mulyani\NNP,,
,.\Z,,
5358,Sektor\NN konstruksi\NN,,
,",\Z pertumbuhan\NN PPh\NN",,
5359,nya\PRP,,
,mencapai\VB,,
5360,30\CD persen\CD,,
,",\Z sedangkan\CC untuk\IN",,
5361,PPN\NN,,
,tumbuh\VB,,
5362,"39,2\CD persen\CD",,
,.\Z,,
,Sektor\NN,,
5363,"perdagangan\NN ,\Z hotel\NN dan\CC restoran\NN",,
5364,PPh\NN,,
5365,"25,8\CD persen\CD",,
,",\Z",,
5366,PPN\NN,,
5367,"27,4\CD persen\CD",,
,Sektor\NN,,
5368,pengangkutan\NN dan\CC komunikasi\NN,,
,PPh\NN -\Z,,
5369,nya\PRP,,
,tumbuh\VB,,
5370,"35,4\CD persen\CD",,
,",\Z meski\SC",,
5371,PPN\NN,,
,agak\RB rendah\JJ tumbuh\VB,,
5372,"sebesar\JJ 3,4\CD persen\CD",,
,.\Z,,
5373,Sektor-sektor\NN lain\JJ,,
,yang\SC berhubungan\VB dengan\IN,,
5374,sektor\NN primer\JJ,,
,misal\NN,,
5375,nya\PRP,,
,",\Z",,
5376,pertanian\NN,,
,",\Z",,
5377,pertambangan\NN,,
,",\Z dan\CC pertambangan\NN",,
5378,migas\NN,,
,maupun\CC,,
5379,non\RB migas\NN,,
,"juga\RB menunjukkan\VB pertumbuhan\NN yang\SC baik\JJ ,\Z atau\CC bahkan\RB",,
5380,di\IN atas\NN 10\CD persen\CD,,
,.\Z,,
5381,Industri\NN pengolahan\NN,,
,yang\SC selama\IN,,
5382,ini\PR,,
,dianggap\VB sebagai\IN tempat\NN menciptakan\VB,,
5383,lapangan_kerja\NN,,
,juga\RB mengalami\VB,,
5384,peningkatan\NN cukup\RB besar\JJ,,
,di_mana\SC PPh\NN -\Z,,
5385,nya\PRP,,
,naik\VB,,
5386,"10,4\CD persen\CD",,
,",\Z sedangkan\CC PPN\NN -\Z",,
5387,nya\PRP,,
,naik\VB,,
5388,"12,4\CD persen\CD",,
,",\Z ujar\VB",,
5389,Sri\NNP Mulyani\NNP,,
,.\Z,,
5390,Demikian\PR,,
,hal\NN,,
5391,nya\PRP,,
,dengan\IN,,
5392,industri\NN pengolahan\NN,,
,seperti\IN industri\NN,,
5393,makanan\NN dan\CC minuman\NN,,
,yang\SC PPh\NN -\Z,,
5394,nya\PRP,,
,tumbuh\VB,,
5395,"19,5\CD persen\CD",,
,dari\IN sebelum\SC,,
5396,nya\PRP,,
,pertumbuhan\NN,,
5397,nya\PRP,,
,tercatat\VB negatif\JJ .\Z,,
,Selanjutnya\CC,,
5398,industri\NN tekstil\NN,,
,PPh\NN -\Z,,
5399,nya\PRP,,
,tumbuh\VB,,
5400,"6,3\CD persen\CD",,
,",\Z dari\IN periode\NN sebelum\SC",,
5401,nya\PRP,,
,masih\MD,,
5402,"minus\JJ 1,2\CD persen\CD",,
,.\Z,,
,Tahun\NN lalu\VB kata\VB,,
5403,Sri\NNP Mulyani\NNP,,
,",\Z",,
5404,industri\NN logam\NN,,
5405,"minus\JJ 6,7\CD persen\CD",,
5406,tahun\NN ini\PR,,
5407,ini\PR,,
5408,"positif\JJ 8,9\CD persen\CD",,
,.\Z,,
5409,Industri\NN elektronika\NN,,
,yang\SC tahun\NN lalu\VB,,
5410,"minus\JJ 13,6\CD persen\CD",,
,",\Z",,
5411,tahun\NN ini\PR,,
,naik\VB,,
5412,"8,7\CD persen\CD",,
,itu\PR PPh\NN -\Z,,
5413,nya\PRP,,
,.\Z,,
,Sedangkan\CC,,
5414,industri\NN motor\NN,,
,yang\SC tahun\NN lalu\VB,,
5415,minus\JJ 30\CD persen\CD,,
,",\Z",,
5416,tahun\NN ini\PR,,
,sudah\MD,,
5417,positif\JJ 16\CD persen\CD,,
,.\Z,,
,Dari\IN,,
5418,sisi\NN perbankan\NN,,
,",\Z lanjut\VB",,
5419,Sri\NNP Mulyani\NNP,,
,",\Z",,
5420,pertumbuhan\NN sektor\NN riil\JJ,,
,juga\RB didukung\VB besar\JJ,,
5421,nya\PRP,,
5422,kredit\NN perbankan\NN,,
5423,Juni\NNP 2007\CD,,
,mencapai\VB,,
5424,sekitar\RB Rp\SYM 35\CD triliun\CD,,
,",\Z atau\CC melonjak\VB tajam\JJ dari\IN",,
5425,periode\NN Mei\NNP 2007\CD,,
,yang\SC masih\MD tercatat\VB,,
5426,sekitar\RB Rp\SYM 15\CD triliun\CD,,
,.\Z,,
5427,Pertumbuhan\NN kredit\NN perbankan\NN,,
,sudah\MD terjadi\VB sejak\IN,,
5428,Agustus\NNP 2006\CD,,
,.\Z,,
,Sekali\RB lagi\RB,,
5429,ini\PR,,
,menandakan\VB telah\MD terjadi\VB,,
5430,pemulihan\NN sektor\NN riil\JJ,,
,"yang\SC semakin\RB nyata\JJ ,\Z ujar\VB",,
5431,Sri\NNP Mulyani\NNP,,
,.\Z,,
,Dijelaskan\VB,,
5432,nya\PRP,,
,",\Z",,
5433,membaiknya\NN sektor\NN riil\JJ,,
,juga\RB dapat\MD dipetakan\VB dari\IN,,
5434,penggunaan\NN belanja\NN barang_modal\NN,,
5435,Badan\NN Usaha\NN Milik\NN Negara\NN,,
5436,BUMN\NN,,
,yang\SC mengalami\VB,,
5437,pertumbuhan\NN,,
,hingga\IN,,
5438,22\CD persen\CD,,
,.\Z,,
5439,Menko\NN Perekonomian\NN,,
,"menjelaskan\VB ,\Z meski\SC",,
5440,sektor\NN riil\JJ,,
,menunjukkan\VB,,
5441,perkembangan\NN yang\SC positif\JJ,,
,",\Z",,
5442,Presiden\NN,,
,mengarahkan\VB agar\SC,,
5443,stabilitas\NN ekonomi\NN,,
,dimantapkan\VB khusus\JJ,,
5444,nya\PRP,,
,menyangkut\VB,,
5445,kebutuhan\NN pokok\NN,,
,bagi\IN,,
5446,masyarakat\NN,,
,.\Z,,
5447,Presiden\NN,,
,menginginkan\VB agar\SC,,
5448,semua\CD,,
,mencermati\VB jangan_sampai\RB terjadi\VB,,
5449,kenaikan\NN bahan-bahan\NN pokok\NN,,
,di\IN,,
5450,masa\NN depan\NN,,
,"yang\SC tidak\NEG terduga\VB ,\Z ujar\VB",,
5451,nya\PRP,,
,.\Z,,
5452,Presiden\NN,,
,juga\RB meminta\VB agar\SC,,
5453,hambatan-hambatan\NN,,
,dalam\IN,,
5454,proses\NN investasi\NN,,
,"dapat\MD diatasi\VB ,\Z dihilangkan\VB sehingga\SC mampu\JJ menciptakan\VB",,
5455,pertumbuhan_ekonomi\NN yang\SC lebih\RB tinggi\JJ,,
,yang\SC ujung-ujung\NN,,
5456,nya\PRP,,
,dapat\MD menciptakan\VB,,
5457,lapangan_kerja\NN,,
,dan\CC,,
5458,pengurangan\NN kemiskinan\NN,,
,.\Z,,
5459,Kurs\NN rupiah\NN,,
,terhadap\IN,,
5460,dolar\NN AS\NNP,,
,di\IN,,
5461,Pasar\NNP Spot\NNP Antar\NNP Bank\NNP Jakarta\NNP,,
,",\Z",,
5462,Senin\NNP pagi\NN,,
,melemah\VB mencapai\VB angka\NN level\NN,,
5463,Rp\SYM 9.100\CD,,
,per\IN,,
5464,dolar\NN AS\NNP,,
,",\Z karena\SC",,
5465,pelaku_pasar\NN,,
,makin\RB kuat\JJ melepas\VB,,
5466,rupiah\NN,,
,dan\CC memburu\VB,,
5467,dolar\NN AS\NNP,,
,.\Z,,
5468,Nilai_tukar\NN rupiah\NN,,
,turun\VB menjadi\VB,,
5469,Rp\SYM 9.100\CD /\Z 9.105\CD,,
,per\IN,,
5470,dolar\NN AS\NNP,,
,dibanding\VB penutupan\NN akhir_pekan\NN lalu\VB,,
5471,Rp\SYM 9.070\CD /\Z 9.072\CD,,
,atau\CC melemah\VB,,
5472,30\CD poin\NN,,
,.\Z,,
5473,Direktur\NNP Retail\NNP Banking\NNP PT\NNP Bank\NNP Mega\NNP Tbk\NNP,,
,",\Z",,
5474,Kostaman\NNP Thayib\NNP,,
,di\IN,,
5475,Jakarta\NNP,,
,",\Z",,
5476,Senin\NNP,,
,"mengatakan\VB ,\Z",,
5477,pelaku_pasar\NN,,
,aktif\JJ melepas\VB rupiah\NN yang\SC masih\MD diliputi\VB,,
5478,sentimen\NN negatif\JJ pasar\NN,,
,",\Z meski\SC",,
5479,dolar\NN AS\NNP,,
,terhadap\IN,,
5480,euro\NN,,
,merosot\VB tajam\JJ .\Z,,
,Menurut\IN,,
5481,Kostaman\NNP Thayib\NNP,,
,",\Z",,
5482,rupiah\NN,,
,seharusnya\RB menguat\VB yang\SC didukung\VB oleh\IN membaiknya\NN,,
5483,pasar_modal\NN Indonesia\NNP,,
,",\Z di_mana\SC indeks\NN",,
5484,Bursa\NNP Efek\NNP Jakarta\NNP,,
5485,BEJ\NNP,,
5486,2.355\CD,,
,pada\IN,,
5487,pagi\NN ini\PR,,
,.\Z,,
,Mata_uang\NN lokal\JJ,,
5488,kita\PRP,,
,itu\PR aneh\JJ sulit\JJ diduga\VB anomali\JJ pergerakan\NN,,
5489,nya\PRP,,
,.\Z,,
,Ketika\SC muncul\VB,,
5490,isu\NN positif\JJ,,
5491,rupiah\NN,,
5492,begitu\PR pula\RB,,
,"sebaliknya\RB ,\Z kata\VB",,
5493,nya\PRP,,
,.\Z,,
,Sementara\SC,,
5494,itu\PR,,
5495,dolar\NN AS\NNP,,
5496,euro\NN,,
,menjadi\VB,,
5497,"13,836\CD",,
,bahkan\RB diperkirakan\VB akan\MD mencapai\VB,,
5498,"13,845\CD",,
,",\Z karena\SC besar\JJ",,
5499,aksi\NN lepas\JJ,,
5500,dolar\NN AS\NNP,,
5501,yen\NN,,
,terhadap\IN,,
5502,dolar\NN AS\NNP,,
,mencapai\VB,,
5503,"121,32\CD",,
,.\Z,,
5504,Kami\PRP,,
,memperkirakan\VB,,
5505,rupiah\NN,,
,pada\IN,,
5506,penutupan\NN sore\NN nanti\NN,,
,"masih\MD akan\MD terkoreksi\VB ,\Z karena\SC",,
5507,tekanan\NN pasar\NN,,
,"masih\MD besar\JJ ,\Z sekalipun\SC",,
5508,dolar\NN AS\NNP,,
,di\IN,,
5509,pasar\NN regional\JJ,,
,"melemah\VB ,\Z kata\VB",,
5510,nya\PRP,,
,.\Z,,
5511,Ia\PRP,,
,"mengatakan\VB ,\Z",,
5512,Bank\NNP Indonesia\NNP,,
5513,BI\NNP,,
5514,saat\NN ini\PR,,
,hanya\RB mengamati\VB,,
5515,pergerakan\NN rupiah\NN,,
,",\Z",,
5516,mereka\PRP,,
,belum\NEG mau\MD masuk\VB,,
5517,pasar\NN,,
,mengantisipasi\VB,,
5518,tekanan\NN,,
,",\Z karena\SC",,
5519,rupiah\NN,,
,dinilai\VB masih\MD stabil\JJ .\Z,,
,Namun\CC apabila\SC,,
5520,rupiah\NN,,
,terus\RB tertekan\VB hingga\IN di\IN atas\NN level\NN,,
5521,Rp\SYM 9.200\CD,,
,per\IN,,
5522,dolar\NN AS\NNP,,
,",\Z",,
5523,BI\NNP,,
,kemungkinan\MD akan\MD masuk\VB,,
5524,pasar\NN,,
,",\Z ucap\VB",,
5525,nya\PRP,,
,.\Z,,
5526,Laba\NN bersih\JJ konsolidasi\NN,,
,setelah\SC,,
5527,pajak\NN,,
5528,Bank\NNP Danamon\NNP,,
5529,semester\NN I\OD 2007\CD,,
,mencapai\VB,,
5530,"Rp\SYM 1,020\CD triliun\CD",,
,",\Z meningkat\VB",,
5531,83\CD persen\CD,,
,dibandingkan\VB,,
5532,periode\NN yang\SC sama\JJ,,
5533,tahun\NN 2006\CD,,
5534,Vera\NNP,,
,mengatakan\VB,,
5535,perolehan\NN laba\NN tersebut\PR,,
,didukung\VB oleh\IN kinerja\NN,,
5536,Bank\NNP Danamon\NNP,,
,yang\SC semakin\RB membaik\VB dengan\SC,,
5537,penyaluran\NN kredit\NN,,
,mencapai\VB,,
5538,"Rp\SYM 46,394\CD triliun\CD",,
,atau\CC tumbuh\VB,,
5539,20\CD persen\CD,,
,dibandingkan\VB,,
5540,periode\NN yang\SC sama\JJ,,
,tahun\NN lalu\VB .\Z,,
,Semakin\RB membaik\VB,,
5541,nya\PRP,,
5542,pertumbuhan\NN kredit\NN tersebut\PR,,
5543,iklim\NN ekonomi\NN,,
,"yang\SC baik\JJ ,\Z dan\CC",,
5544,kita\PRP,,
,perkirakan\VB dalam\IN,,
5545,kuartal\NN III\OD,,
,dan\CC,,
5546,Kuartal\NN IV\OD,,
5547,kredit\NN,,
5548,nya\PRP,,
,.\Z,,
,Menurut\IN,,
5549,dia\PRP,,
5550,pertumbuhan\NN kredit\NN tersebut\PR,,
5551,kredit\NN UMKM\NN,,
,yang\SC mencapai\VB,,
5552,"Rp\SYM 16,247\CD triliun\CD",,
,",\Z meningkat\VB",,
5553,sebesar\JJ 34\CD persen\CD,,
,dibandingkan\VB,,
5554,periode\NN yang\SC sama\JJ,,
5555,tahun\NN 2006\CD,,
5556,"sebesar\JJ Rp\SYM 12,12\CD triliun\CD",,
,.\Z,,
5557,Kredit\NN komersial\JJ,,
5558,Bank\NNP Danamon\NNP,,
5559,dia\PRP,,
,juga\RB meningkat\VB,,
5560,sebesar\JJ 15\CD persen\CD,,
,menjadi\VB,,
5561,"Rp\SYM 5,893\CD triliun\CD",,
,sementara\CC kredit\NN korporasi\NN,,
5562,nya\PRP,,
,mencapai\VB,,
5563,"Rp\SYM 7,461\CD triliun\CD",,
,.\Z,,
5564,Kredit\NN Konsumer\NN,,
5565,Bank\NNP Danamon\NNP,,
5566,"Rp\SYM 16,212\CD miliar\CD",,
,meningkat\VB,,
5567,22\CD persen\CD,,
,dibandingkan\VB,,
5568,periode\NN yang\SC sama\JJ,,
,tahun\NN lalu\VB .\Z,,
5569,Pembiayaan\NN segmen\NN syariah\X,,
,juga\RB meningkat\VB,,
5570,sebesar\JJ 101\CD persen\CD,,
,",\Z dari\IN",,
5571,Rp\SYM 154\CD miliar\CD,,
,menjadi\VB,,
5572,Rp\SYM 310\CD miliar\CD,,
,",\Z kata\VB",,
5573,nya\PRP,,
,.\Z,,
5574,Ia\PRP,,
,menambahkan\VB,,
5575,total\NN pendanaan\NN,,
,yang\SC dimiliki\VB,,
5576,Bank\NNP danamon\NNP,,
,per\IN,,
5577,30\CD Juni\NNP,,
,mencapai\VB,,
5578,"Rp\SYM 61,294\CD triliun\CD",,
,atau\CC meningkat\VB,,
5579,18\CD persen\CD,,
,dibandingkan\VB,,
5580,periode\NN yang\SC sama\JJ,,
,tahun\NN lalu\VB .\Z,,
5581,Anak\NN perusahaan\NN,,
5582,PT\NNP Hanjaya\NNP Mandala\NNP Sampoerna\NNP Tbk\NNP,,
5583,HMSP\NNP,,
,",\Z",,
5584,Sampoerna\NNP Packaging\NNP Asia\NNP Pte\NNP .\NNP Ltd\NNP .\NNP,,
5585,SPA\NNP,,
5586,seluruh\CD,,
,kepemilikan\NN saham\NN,,
5587,nya\PRP,,
,di\IN,,
5588,Jiangsu\NNP Liantong\NNP Sampoerna\NNP Printing\NNP Co.\NNP Ltd\NNP .\NNP,,
5589,Jiangsu\NNP,,
5590,hukum\NN negara\NN,,
,China\NNP .\Z,,
5591,Direktur\NNP HMSP\NNP Kevin\NNP D.\NNP Click\NNP,,
,dalam\IN laporan\NN,,
5592,nya\PRP,,
,kepada\IN,,
5593,Bursa\NNP Efek\NNP Surabaya\NNP,,
5594,BES\NNP,,
5595,Kamis\NNP,,
,",\Z mengatakan\VB",,
5596,SPA\NNP,,
,telah\MD menandatangani\VB,,
5597,perjanjian\NN pengalihan\NN kepemilikan\NN,,
5598,equity\FW transfer\FW agreement\FW,,
5599,9\CD Juli\NNP 2007\CD,,
,",\Z di_mana\SC",,
5600,SPA\NNP,,
,akan\MD menjual\VB,,
5601,30\CD persen\CD kepemilikan\NN,,
,yang\SC terdaftar\VB di\IN,,
5602,Jiangsu\NNP,,
,.\Z,,
,Menurut\IN,,
5603,nya\PRP,,
,",\Z penyelesaian\NN berdasarkan\VB",,
5604,equity\FW transfer\FW agreement\FW,,
,tersebut\PR tergantung\VB pada\IN dikeluarkannya\NN,,
5605,persetujuan\NN,,
,dari\IN,,
5606,Kementerian\NNP Perdagangan\NNP China\NNP,,
,dan\CC atau\CC,,
5607,pemerintah\NNP China\NNP,,
,yang\SC berwenang\VB atau\CC,,
5608,pemerintah\NN setempat\NN,,
,yang\SC berkepentingan\VB .\Z,,
5609,Transaksi\NN tersebut\PR,,
,",\Z kata\VB",,
5610,dia\PRP,,
,",\Z bukan\NEG merupakan\VB transaksi\NN yang\SC mengandung\VB",,
5611,benturan\NN kepentingan\NN,,
,dan\CC bukan\NEG merupakan\VB transaksi\NN yang\SC bersifat\VB,,
5612,material\NN,,
,.\Z,,
5613,Perusahaan\NN alat\NN berat\JJ,,
5614,PT\NNP United\NNP Tractors\NNP Tbk\NNP,,
5615,UNTR\NNP,,
,sampai\IN dengan\IN,,
5616,pertengahan\NN 2007\CD,,
,mencatat\VB,,
5617,pendapatan_bersih\NN konsolidasi\NN,,
5618,"sebesar\JJ Rp\SYM 8,19\CD triliun\CD",,
5619,18\CD persen\CD,,
,dibanding\VB pada\IN,,
5620,semester\NN pertama\OD,,
,tahun\NN lalu\VB,,
5621,"sebesar\JJ Rp\SYM 6,92\CD triliun\CD",,
,.\Z,,
,Menurut\IN,,
